superevent_id,created,submitter,preferred_event,t_start,t_0,t_end,gw_events,far,labels,links,preferred_event_data,ifo,ifo_snrs,single_ifo,mass1,mass2,q,pipeline,H1_snr,L1_snr,snr_ratio
S200308e,2020-03-08 01:20:11 UTC,emfollow,G367118,1267665584.595546,1267665585.595546,1267665586.595546,['G367118'],3.618608e-09,"['EM_READY', 'ADVNO', 'EM_Selected', 'SKYMAP_READY', 'EMBRIGHT_READY', 'PASTRO_READY', 'DQOK', 'GCN_PRELIM_SENT']","{'events': 'https://gracedb.ligo.org/api/superevents/S200308e/events/', 'labels': 'https://gracedb.ligo.org/api/superevents/S200308e/labels/', 'logs': 'https://gracedb.ligo.org/api/superevents/S200308e/logs/', 'files': 'https://gracedb.ligo.org/api/superevents/S200308e/files/', 'self': 'https://gracedb.ligo.org/api/superevents/S200308e/', 'voevents': 'https://gracedb.ligo.org/api/superevents/S200308e/voevents/', 'emobservations': 'https://gracedb.ligo.org/api/superevents/S200308e/emobservations/'}","{'submitter': 'MbtaAlert', 'created': '2020-03-08 01:20:10 UTC', 'group': 'CBC', 'graceid': 'G367118', 'pipeline': 'MBTAOnline', 'gpstime': 1267665585.595546, 'reporting_latency': 42.404454, 'instruments': 'H1,L1,V1', 'nevents': 2, 'offline': False, 'search': 'AllSky', 'far': 3.618608e-09, 'far_is_upper_limit': False, 'likelihood': None, 'labels': ['SKYMAP_READY', 'EMBRIGHT_READY', 'PASTRO_READY'], 'extra_attributes': {'CoincInspiral': {'ifos': 'H1,L1,V1', 'end_time': 1267665585, 'end_time_ns': 595545912, 'mass': 55.536478, 'mchirp': 5.432147, 'minimum_duration': None, 'snr': 14.602461, 'false_alarm_rate': None, 'combined_far': 3.618608e-09}, 'SingleInspiral': [{'channel': 'H1:GDS-CALIB_STRAIN_CLEAN_4096Hz_Gated', 'end_time': 1267665585, 'spin1z': -0.840093, 'coa_phase': -2.089953, 'template_duration': 3.779297, 'ifo': 'H1', 'eta': 0.020765, 'mass1': 54.358295, 'snr': 2.946704, 'mass2': 1.178183, 'end_time_ns': 607177734, 'chisq_dof': 1, 'spin2z': -0.033483, 'mtotal': 55.536478, 'search': 'MBTA', 'mchirp': 5.432147}, {'channel': 'L1:GDS-CALIB_STRAIN_CLEAN_4096Hz_Gated', 'end_time': 1267665585, 'spin1z': -0.840093, 'coa_phase': 0.148911, 'chisq': 1.918272, 'template_duration': 3.779297, 'eff_distance': 176.87697, 'ifo': 'L1', 'eta': 0.020765, 'mass1': 54.358295, 'snr': 13.437994, 'mass2': 1.178183, 'end_time_ns': 595546007, 'chisq_dof': 1, 'spin2z': -0.033483, 'mtotal': 55.536478, 'search': 'MBTA', 'mchirp': 5.432147}, {'channel': 'V1:Hrec_hoft_16384Hz_4096Hz_Gated', 'end_time': 1267665585, 'spin1z': -0.840093, 'coa_phase': 0.25927, 'chisq': 0.906586, 'template_duration': 3.779297, 'eff_distance': 210.680681, 'ifo': 'V1', 'eta': 0.020765, 'mass1': 54.358295, 'snr': 4.895827, 'mass2': 1.178183, 'end_time_ns': 614763975, 'chisq_dof': 1, 'spin2z': -0.033483, 'mtotal': 55.536478, 'search': 'MBTA', 'mchirp': 5.432147}]}, 'superevent': 'S200308e', 'superevent_neighbours': {'S200308e': {'superevent_id': 'S200308e', 'gw_events': ['G367118'], 'preferred_event': 'G367118', 'preferred_event_data': {'submitter': 'MbtaAlert', 'created': '2020-03-08 01:20:10 UTC', 'group': 'CBC', 'graceid': 'G367118', 'pipeline': 'MBTAOnline', 'gpstime': 1267665585.595546, 'reporting_latency': 42.404454, 'instruments': 'H1,L1,V1', 'nevents': 2, 'offline': False, 'search': 'AllSky', 'far': 3.618608e-09, 'far_is_upper_limit': False, 'likelihood': None, 'labels': ['SKYMAP_READY', 'EMBRIGHT_READY', 'PASTRO_READY'], 'extra_attributes': {'CoincInspiral': {'ifos': 'H1,L1,V1', 'end_time': 1267665585, 'end_time_ns': 595545912, 'mass': 55.536478, 'mchirp': 5.432147, 'minimum_duration': None, 'snr': 14.602461, 'false_alarm_rate': None, 'combined_far': 3.618608e-09}, 'SingleInspiral': [{'channel': 'H1:GDS-CALIB_STRAIN_CLEAN_4096Hz_Gated', 'end_time': 1267665585, 'spin1z': -0.840093, 'coa_phase': -2.089953, 'template_duration': 3.779297, 'ifo': 'H1', 'eta': 0.020765, 'mass1': 54.358295, 'snr': 2.946704, 'mass2': 1.178183, 'end_time_ns': 607177734, 'chisq_dof': 1, 'spin2z': -0.033483, 'mtotal': 55.536478, 'search': 'MBTA', 'mchirp': 5.432147}, {'channel': 'L1:GDS-CALIB_STRAIN_CLEAN_4096Hz_Gated', 'end_time': 1267665585, 'spin1z': -0.840093, 'coa_phase': 0.148911, 'chisq': 1.918272, 'template_duration': 3.779297, 'eff_distance': 176.87697, 'ifo': 'L1', 'eta': 0.020765, 'mass1': 54.358295, 'snr': 13.437994, 'mass2': 1.178183, 'end_time_ns': 595546007, 'chisq_dof': 1, 'spin2z': -0.033483, 'mtotal': 55.536478, 'search': 'MBTA', 'mchirp': 5.432147}, {'channel': 'V1:Hrec_hoft_16384Hz_4096Hz_Gated', 'end_time': 1267665585, 'spin1z': -0.840093, 'coa_phase': 0.25927, 'chisq': 0.906586, 'template_duration': 3.779297, 'eff_distance': 210.680681, 'ifo': 'V1', 'eta': 0.020765, 'mass1': 54.358295, 'snr': 4.895827, 'mass2': 1.178183, 'end_time_ns': 614763975, 'chisq_dof': 1, 'spin2z': -0.033483, 'mtotal': 55.536478, 'search': 'MBTA', 'mchirp': 5.432147}]}}, 'far': 3.618608e-09, 't_start': 1267665584.595546, 't_0': 1267665585.595546, 't_end': 1267665586.595546}}, 'links': {'neighbors': 'https://gracedb.ligo.org/api/events/G367118/neighbors/', 'log': 'https://gracedb.ligo.org/api/events/G367118/log/', 'emobservations': 'https://gracedb.ligo.org/api/events/G367118/emobservation/', 'files': 'https://gracedb.ligo.org/api/events/G367118/files/', 'labels': 'https://gracedb.ligo.org/api/events/G367118/labels/', 'self': 'https://gracedb.ligo.org/api/events/G367118', 'tags': 'https://gracedb.ligo.org/api/events/G367118/tag/'}}","H1,L1,V1","{'H1': 2.946704, 'L1': 13.437994, 'V1': 4.895827}",1,54.358295,1.178183,46.13739546403233,MbtaAlert,2.946704,13.437994,4.560347425462483
S200303ba,2020-03-03 12:16:14 UTC,emfollow,G366412,1267272965.708772,1267272966.710855,1267272967.719483,"['G366412', 'G366411', 'G366410']",1.3156162340729e-08,"['EM_READY', 'PE_READY', 'ADVNO', 'EM_Selected', 'SKYMAP_READY', 'EMBRIGHT_READY', 'PASTRO_READY', 'DQOK']","{'events': 'https://gracedb.ligo.org/api/superevents/S200303ba/events/', 'labels': 'https://gracedb.ligo.org/api/superevents/S200303ba/labels/', 'logs': 'https://gracedb.ligo.org/api/superevents/S200303ba/logs/', 'files': 'https://gracedb.ligo.org/api/superevents/S200303ba/files/', 'self': 'https://gracedb.ligo.org/api/superevents/S200303ba/', 'voevents': 'https://gracedb.ligo.org/api/superevents/S200303ba/voevents/', 'emobservations': 'https://gracedb.ligo.org/api/superevents/S200303ba/emobservations/'}","{'submitter': 'gstlalcbc', 'created': '2020-03-03 12:16:17 UTC', 'group': 'CBC', 'graceid': 'G366412', 'pipeline': 'gstlal', 'gpstime': 1267272966.710855, 'reporting_latency': 28.289145, 'instruments': 'H1,L1,V1', 'nevents': 1, 'offline': False, 'search': 'AllSky', 'far': 1.3156162340729e-08, 'far_is_upper_limit': False, 'likelihood': 12.851908990645, 'labels': ['SKYMAP_READY', 'EMBRIGHT_READY', 'PASTRO_READY'], 'extra_attributes': {'CoincInspiral': {'ifos': 'H1,L1,V1', 'end_time': 1267272966, 'end_time_ns': 710854724, 'mass': 41.212694168091, 'mchirp': 11.032744407654, 'minimum_duration': 22.289145231247, 'snr': 9.2733064752243, 'false_alarm_rate': 0.041501245953029, 'combined_far': 1.3156162340729e-08}, 'SingleInspiral': [{'channel': 'GDS-CALIB_STRAIN_CLEAN', 'Gamma0': 8944944.0, 'Gamma6': 0.0, 'chi': 0.0, 'end_time': 1267272966, 'Gamma8': 0.0, 'alpha4': 0.0, 'tau2': 0.0, 'alpha3': 0.0, 'spin1x': 0.0, 'spin1z': 0.92747337, 'rsqveto_duration': 0.0, 'sigmasq': 35007840.206032, 'coa_phase': -2.7649254, 'tau0': 8.6469946, 'alpha': 0.0, 'template_duration': 11.312967754782, 'amplitude': 0.0, 'Gamma3': 0.0, 'tau3': 1.6630937, 'f_final': 1024.0, 'Gamma4': 0.0, 'beta': 0.0, 'spin2x': 0.0, 'bank_chisq_dof': 0, 'event_duration': 0.0, 'alpha6': 0.0, 'spin2y': 0.0, 'tau5': 0.0, 'cont_chisq_dof': 0, 'ifo': 'H1', 'impulse_time_ns': 0, 'eta': 0.1111956, 'mass1': 35.960739, 'snr': 3.3722119, 'mass2': 5.251955, 'end_time_ns': 704101563, 'chisq_dof': 1, 'ttotal': 0.0, 'bank_chisq': 8.2499533, 'Gamma2': 0.0, 'spin2z': 0.064373627, 'mtotal': 41.212692, 'kappa': 0.0, 'tau4': 0.0, 'psi0': 0.0, 'search': '', 'end_time_gmst': 46419.923267313, 'mchirp': 11.032744, 'cont_chisq': 0.0, 'Gamma7': 0.0, 'impulse_time': 0, 'spin1y': 0.0, 'Gamma5': 0.0, 'alpha5': 0.0, 'Gamma1': 744.0, 'alpha1': 0.0, 'psi3': 0.0, 'Gamma9': 0.0, 'alpha2': 0.0}, {'channel': 'GDS-CALIB_STRAIN_CLEAN', 'Gamma0': 8944944.0, 'Gamma6': 0.0, 'chi': 0.0, 'end_time': 1267272966, 'Gamma8': 0.0, 'alpha4': 0.0, 'tau2': 0.0, 'alpha3': 0.0, 'spin1x': 0.0, 'spin1z': 0.92747337, 'rsqveto_duration': 0.0, 'sigmasq': 35007840.206032, 'coa_phase': 0.61747002, 'tau0': 8.6469946, 'alpha': 0.0, 'template_duration': 11.312967754782, 'amplitude': 0.0, 'Gamma3': 0.0, 'tau3': 1.6630937, 'f_final': 1024.0, 'Gamma4': 0.0, 'beta': 0.0, 'spin2x': 0.0, 'bank_chisq_dof': 0, 'event_duration': 0.0, 'alpha6': 0.0, 'spin2y': 0.0, 'tau5': 0.0, 'cont_chisq_dof': 0, 'ifo': 'L1', 'impulse_time_ns': 0, 'eta': 0.1111956, 'mass1': 35.960739, 'snr': 2.5613806, 'mass2': 5.251955, 'end_time_ns': 704589844, 'chisq_dof': 1, 'ttotal': 0.0, 'bank_chisq': 8.2499533, 'Gamma2': 0.0, 'spin2z': 0.064373627, 'mtotal': 41.212692, 'kappa': 0.0, 'tau4': 0.0, 'psi0': 0.0, 'search': '', 'end_time_gmst': 46419.923267348, 'mchirp': 11.032744, 'cont_chisq': 0.0, 'Gamma7': 0.0, 'impulse_time': 0, 'spin1y': 0.0, 'Gamma5': 0.0, 'alpha5': 0.0, 'Gamma1': 744.0, 'alpha1': 0.0, 'psi3': 0.0, 'Gamma9': 0.0, 'alpha2': 0.0}, {'channel': 'Hrec_hoft_16384Hz', 'Gamma0': 8944944.0, 'Gamma6': 0.0, 'chi': 0.0, 'end_time': 1267272966, 'Gamma8': 0.0, 'alpha4': 0.0, 'tau2': 0.0, 'alpha3': 0.0, 'spin1x': 0.0, 'spin1z': 0.92747337, 'rsqveto_duration': 0.0, 'sigmasq': 35007840.206032, 'coa_phase': -1.6044829, 'tau0': 8.6469946, 'alpha': 0.0, 'chisq': 0.66137266, 'template_duration': 11.312967754782, 'amplitude': 0.0, 'Gamma3': 0.0, 'tau3': 1.6630937, 'f_final': 1024.0, 'Gamma4': 0.0, 'beta': 0.0, 'spin2x': 0.0, 'bank_chisq_dof': 0, 'event_duration': 0.0, 'alpha6': 0.0, 'spin2y': 0.0, 'tau5': 0.0, 'cont_chisq_dof': 0, 'ifo': 'V1', 'impulse_time_ns': 0, 'eta': 0.1111956, 'mass1': 35.960739, 'snr': 8.2499533, 'mass2': 5.251955, 'end_time_ns': 710854724, 'chisq_dof': 1, 'ttotal': 0.0, 'bank_chisq': 8.2499533, 'Gamma2': 0.0, 'spin2z': 0.064373627, 'mtotal': 41.212692, 'kappa': 0.0, 'tau4': 0.0, 'psi0': 0.0, 'search': '', 'end_time_gmst': 46419.923267805, 'mchirp': 11.032744, 'cont_chisq': 0.0, 'Gamma7': 0.0, 'impulse_time': 0, 'spin1y': 0.0, 'Gamma5': 0.0, 'alpha5': 0.0, 'Gamma1': 744.0, 'alpha1': 0.0, 'psi3': 0.0, 'Gamma9': 0.0, 'alpha2': 0.0}]}, 'superevent': 'S200303ba', 'superevent_neighbours': {'S200303bb': {'superevent_id': 'S200303bb', 'gw_events': ['G366414', 'G366413'], 'preferred_event': 'G366413', 'preferred_event_data': {'submitter': 'pycbclive', 'created': '2020-03-03 12:17:55 UTC', 'group': 'CBC', 'graceid': 'G366413', 'pipeline': 'pycbc', 'gpstime': 1267273052.18457, 'reporting_latency': 40.81543, 'instruments': 'H1,L1,V1', 'nevents': 3, 'offline': False, 'search': 'AllSky', 'far': 8.9211541404477e-05, 'far_is_upper_limit': False, 'likelihood': 0.0, 'labels': ['SKYMAP_READY', 'EMBRIGHT_READY', 'PASTRO_READY'], 'extra_attributes': {'CoincInspiral': {'ifos': 'H1,L1,V1', 'end_time': 1267273052, 'end_time_ns': 184570312, 'mass': 43.302620530128, 'mchirp': 6.1468392587749, 'minimum_duration': 0.0, 'snr': 8.960194847078, 'false_alarm_rate': 0.0, 'combined_far': 8.9211541404477e-05}, 'SingleInspiral': [{'channel': 'Hrec_hoft_16384Hz', 'Gamma0': 38440.0, 'end_time': 1267273052, 'spin1z': 0.9257043, 'sigmasq': 9655838.0, 'coa_phase': 1.3134183, 'chisq': 1.1450576, 'template_duration': 7.2460379600525, 'eff_distance': 527.01884, 'ifo': 'V1', 'eta': 0.038627458, 'mass1': 41.559807, 'snr': 5.8961544, 'mass2': 1.7428137, 'end_time_ns': 170410156, 'chisq_dof': 88, 'spin2z': 0.0, 'mtotal': 43.302621, 'mchirp': 6.1468393}, {'channel': 'GDS-CALIB_STRAIN', 'Gamma0': 38440.0, 'end_time': 1267273052, 'spin1z': 0.9257043, 'sigmasq': 48358088.0, 'coa_phase': 1.7486058, 'chisq': 0.82874376, 'template_duration': 7.2460379600525, 'eff_distance': 1132.4178, 'ifo': 'H1', 'eta': 0.038627458, 'mass1': 41.559807, 'snr': 6.1408415, 'mass2': 1.7428137, 'end_time_ns': 191894531, 'chisq_dof': 88, 'spin2z': 0.0, 'mtotal': 43.302621, 'mchirp': 6.1468393}, {'channel': 'GDS-CALIB_STRAIN', 'Gamma0': 38440.0, 'end_time': 1267273052, 'spin1z': 0.9257043, 'sigmasq': 67252315.518239, 'coa_phase': 1.5401014, 'template_duration': 7.2460379600525, 'eff_distance': 2934.3616, 'ifo': 'L1', 'eta': 0.038627458, 'mass1': 41.559807, 'snr': 2.7947309, 'mass2': 1.7428137, 'end_time_ns': 184570312, 'spin2z': 0.0, 'mtotal': 43.302621, 'mchirp': 6.1468393}]}}, 'far': 8.9211541404477e-05, 't_start': 1267273051.18457, 't_0': 1267273052.18457, 't_end': 1267273053.192383}, 'S200303ba': {'superevent_id': 'S200303ba', 'gw_events': ['G366412', 'G366411', 'G366410'], 'preferred_event': 'G366412', 'preferred_event_data': {'submitter': 'gstlalcbc', 'created': '2020-03-03 12:16:17 UTC', 'group': 'CBC', 'graceid': 'G366412', 'pipeline': 'gstlal', 'gpstime': 1267272966.710855, 'reporting_latency': 28.289145, 'instruments': 'H1,L1,V1', 'nevents': 1, 'offline': False, 'search': 'AllSky', 'far': 1.3156162340729e-08, 'far_is_upper_limit': False, 'likelihood': 12.851908990645, 'labels': ['SKYMAP_READY', 'EMBRIGHT_READY', 'PASTRO_READY'], 'extra_attributes': {'CoincInspiral': {'ifos': 'H1,L1,V1', 'end_time': 1267272966, 'end_time_ns': 710854724, 'mass': 41.212694168091, 'mchirp': 11.032744407654, 'minimum_duration': 22.289145231247, 'snr': 9.2733064752243, 'false_alarm_rate': 0.041501245953029, 'combined_far': 1.3156162340729e-08}, 'SingleInspiral': [{'channel': 'GDS-CALIB_STRAIN_CLEAN', 'Gamma0': 8944944.0, 'Gamma6': 0.0, 'chi': 0.0, 'end_time': 1267272966, 'Gamma8': 0.0, 'alpha4': 0.0, 'tau2': 0.0, 'alpha3': 0.0, 'spin1x': 0.0, 'spin1z': 0.92747337, 'rsqveto_duration': 0.0, 'sigmasq': 35007840.206032, 'coa_phase': -2.7649254, 'tau0': 8.6469946, 'alpha': 0.0, 'template_duration': 11.312967754782, 'amplitude': 0.0, 'Gamma3': 0.0, 'tau3': 1.6630937, 'f_final': 1024.0, 'Gamma4': 0.0, 'beta': 0.0, 'spin2x': 0.0, 'bank_chisq_dof': 0, 'event_duration': 0.0, 'alpha6': 0.0, 'spin2y': 0.0, 'tau5': 0.0, 'cont_chisq_dof': 0, 'ifo': 'H1', 'impulse_time_ns': 0, 'eta': 0.1111956, 'mass1': 35.960739, 'snr': 3.3722119, 'mass2': 5.251955, 'end_time_ns': 704101563, 'chisq_dof': 1, 'ttotal': 0.0, 'bank_chisq': 8.2499533, 'Gamma2': 0.0, 'spin2z': 0.064373627, 'mtotal': 41.212692, 'kappa': 0.0, 'tau4': 0.0, 'psi0': 0.0, 'search': '', 'end_time_gmst': 46419.923267313, 'mchirp': 11.032744, 'cont_chisq': 0.0, 'Gamma7': 0.0, 'impulse_time': 0, 'spin1y': 0.0, 'Gamma5': 0.0, 'alpha5': 0.0, 'Gamma1': 744.0, 'alpha1': 0.0, 'psi3': 0.0, 'Gamma9': 0.0, 'alpha2': 0.0}, {'channel': 'GDS-CALIB_STRAIN_CLEAN', 'Gamma0': 8944944.0, 'Gamma6': 0.0, 'chi': 0.0, 'end_time': 1267272966, 'Gamma8': 0.0, 'alpha4': 0.0, 'tau2': 0.0, 'alpha3': 0.0, 'spin1x': 0.0, 'spin1z': 0.92747337, 'rsqveto_duration': 0.0, 'sigmasq': 35007840.206032, 'coa_phase': 0.61747002, 'tau0': 8.6469946, 'alpha': 0.0, 'template_duration': 11.312967754782, 'amplitude': 0.0, 'Gamma3': 0.0, 'tau3': 1.6630937, 'f_final': 1024.0, 'Gamma4': 0.0, 'beta': 0.0, 'spin2x': 0.0, 'bank_chisq_dof': 0, 'event_duration': 0.0, 'alpha6': 0.0, 'spin2y': 0.0, 'tau5': 0.0, 'cont_chisq_dof': 0, 'ifo': 'L1', 'impulse_time_ns': 0, 'eta': 0.1111956, 'mass1': 35.960739, 'snr': 2.5613806, 'mass2': 5.251955, 'end_time_ns': 704589844, 'chisq_dof': 1, 'ttotal': 0.0, 'bank_chisq': 8.2499533, 'Gamma2': 0.0, 'spin2z': 0.064373627, 'mtotal': 41.212692, 'kappa': 0.0, 'tau4': 0.0, 'psi0': 0.0, 'search': '', 'end_time_gmst': 46419.923267348, 'mchirp': 11.032744, 'cont_chisq': 0.0, 'Gamma7': 0.0, 'impulse_time': 0, 'spin1y': 0.0, 'Gamma5': 0.0, 'alpha5': 0.0, 'Gamma1': 744.0, 'alpha1': 0.0, 'psi3': 0.0, 'Gamma9': 0.0, 'alpha2': 0.0}, {'channel': 'Hrec_hoft_16384Hz', 'Gamma0': 8944944.0, 'Gamma6': 0.0, 'chi': 0.0, 'end_time': 1267272966, 'Gamma8': 0.0, 'alpha4': 0.0, 'tau2': 0.0, 'alpha3': 0.0, 'spin1x': 0.0, 'spin1z': 0.92747337, 'rsqveto_duration': 0.0, 'sigmasq': 35007840.206032, 'coa_phase': -1.6044829, 'tau0': 8.6469946, 'alpha': 0.0, 'chisq': 0.66137266, 'template_duration': 11.312967754782, 'amplitude': 0.0, 'Gamma3': 0.0, 'tau3': 1.6630937, 'f_final': 1024.0, 'Gamma4': 0.0, 'beta': 0.0, 'spin2x': 0.0, 'bank_chisq_dof': 0, 'event_duration': 0.0, 'alpha6': 0.0, 'spin2y': 0.0, 'tau5': 0.0, 'cont_chisq_dof': 0, 'ifo': 'V1', 'impulse_time_ns': 0, 'eta': 0.1111956, 'mass1': 35.960739, 'snr': 8.2499533, 'mass2': 5.251955, 'end_time_ns': 710854724, 'chisq_dof': 1, 'ttotal': 0.0, 'bank_chisq': 8.2499533, 'Gamma2': 0.0, 'spin2z': 0.064373627, 'mtotal': 41.212692, 'kappa': 0.0, 'tau4': 0.0, 'psi0': 0.0, 'search': '', 'end_time_gmst': 46419.923267805, 'mchirp': 11.032744, 'cont_chisq': 0.0, 'Gamma7': 0.0, 'impulse_time': 0, 'spin1y': 0.0, 'Gamma5': 0.0, 'alpha5': 0.0, 'Gamma1': 744.0, 'alpha1': 0.0, 'psi3': 0.0, 'Gamma9': 0.0, 'alpha2': 0.0}]}}, 'far': 1.3156162340729e-08, 't_start': 1267272965.708772, 't_0': 1267272966.710855, 't_end': 1267272967.719483}}, 'links': {'neighbors': 'https://gracedb.ligo.org/api/events/G366412/neighbors/', 'log': 'https://gracedb.ligo.org/api/events/G366412/log/', 'emobservations': 'https://gracedb.ligo.org/api/events/G366412/emobservation/', 'files': 'https://gracedb.ligo.org/api/events/G366412/files/', 'labels': 'https://gracedb.ligo.org/api/events/G366412/labels/', 'self': 'https://gracedb.ligo.org/api/events/G366412', 'tags': 'https://gracedb.ligo.org/api/events/G366412/tag/'}}","H1,L1,V1","{'H1': 3.3722119, 'L1': 2.5613806, 'V1': 8.2499533}",1,35.960739,5.251955,6.847114836284773,gstlalcbc,3.3722119,2.5613806,0.7595550564304693
